地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
珠浦西路６巷３弄５號,祥瑞典藏,104/03/05,3800,30.6,125.37,,辦公商業大樓,,"一層,二層,見其他登記事項/十層",房地(土地+建物)+車位,土:1 建:1車:1,6房1廳6衛,70,無,無,其他,建物第一次登記後移轉
珠浦西路６巷３弄６號八樓,祥瑞典藏,104/03/05,1200,26.2,46.8,,辦公商業大樓,,八層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,70,無,無,辦公用,建物第一次登記後移轉
珠浦西路６巷３弄５號四樓,祥瑞典藏,104/03/05,1500,26.5,57.56,,辦公商業大樓,,四層/十層,房地(土地+建物)+車位,土:1 建:1車:1,4房1廳2衛,70,無,無,辦公用,建物第一次登記後移轉
珠浦西路６巷３弄５號六樓,祥瑞典藏,104/03/05,1200,26,47.16,,辦公商業大樓,,六層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,70,無,無,辦公用,建物第一次登記後移轉
珠浦西路６巷３弄５號九樓,祥瑞典藏,104/03/05,1500,33.1,46.8,,辦公商業大樓,,九層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,70,無,無,辦公用,建物第一次登記後移轉
珠浦西路６巷３弄５號十樓,祥瑞典藏,104/03/05,2000,48.4,43.51,,辦公商業大樓,,十層/十層,房地(土地+建物)+車位,土:1 建:1車:1,1房1廳2衛,70,無,無,辦公用,建物第一次登記後移轉
珠浦西路６巷３弄６號十樓,祥瑞典藏,104/03/05,2000,48.4,43.51,,辦公商業大樓,,十層/十層,房地(土地+建物)+車位,土:1 建:1車:1,3房1廳2衛,70,無,無,辦公用,建物第一次登記後移轉
西海路三段１０６巷１８弄３號,,104/03/02,1100,0,45.17,,透天厝,5,全/三層,房地(土地+建物),土:3 建:1車:0,4房3廳3衛,,無,無,住家用,
金山路１２１巷１６弄２１號,,104/02/26,1400,0,128.66,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,7房3廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金山路１２１巷１５弄２７號,,104/02/26,1056,0,66.93,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳4衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路三段２２巷６弄７６號,,104/02/17,400,0,62.87,,透天厝,19,全/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,
金門城８２之６號,,104/02/16,260,14.9,17.44,86.23%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８２之５號,,104/02/16,220,22.4,9.82,86.38%,套房(1房(1廳)1衛),,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８２之５號二樓,,104/02/16,138,14.1,9.82,86.38%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８２之６號二樓,,104/02/16,300,17.2,17.44,86.23%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８２之５號三樓,,104/02/16,110,11.2,9.82,86.38%,套房(1房(1廳)1衛),,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８２之６號三樓,,104/02/16,250,14.3,17.44,86.23%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金城鎮民權路２２６巷４弄１１號,向上宜家,104/02/06,1930,26.7,72.31,54.60%,華廈(10層含以下有電梯),,二層/七層,房地(土地+建物),土:1 建:3車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 建商與地主合建案。;
伯玉路一段２８９號,,104/02/06,1150,0,49,,透天厝,19,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳4衛,,無,無,住商用,
民權路１８４巷６弄１號５樓,經典家園二期,104/02/06,1320,28.4,46.54,74.89%,公寓(5樓含以下無電梯),6,"五層,見其他登記事項/五層",房地(土地+建物),土:2 建:1車:0,3房2廳3衛,,無,無,住家用,
夏墅１１之１號２樓,,104/02/03,565,24.2,23.34,,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉
夏墅１１之１號３樓,,104/02/03,580,24.9,23.34,,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,其他,建物第一次登記後移轉
民權路２２６巷４弄１１號七樓,向上宜家,104/02/02,550,27.4,20.1,65.50%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;建商與地主合建案。;
民權路２２６巷４弄１１號四樓,向上宜家,104/02/02,1139,18.9,60.28,65.50%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物),土:1 建:3車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;建商與地主合建案。;土地及建物分次登記案件。前案土地登記收件字號：;
山前６９號三樓,,104/01/30,580,20.5,28.24,78.32%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳3衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６７號三樓,,104/01/30,500,15.9,31.51,80.67%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６８號,,104/01/30,445,17.7,25.19,77.95%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６９號二樓,,104/01/30,500,17.7,28.24,78.32%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６９號,,104/01/30,470,17,27.67,79.94%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６８號二樓,,104/01/30,520,20.2,25.75,76.23%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６７號二樓,,104/01/30,510,16.2,31.51,80.67%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６７號,,104/01/30,480,15.2,31.51,80.67%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６６號三樓,,104/01/30,530,16.8,31.47,81.22%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６６號二樓,,104/01/30,580,18.4,31.47,81.22%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６５號三樓,,104/01/30,430,17.2,25.01,75.86%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６５號二樓,,104/01/30,430,17.2,25.01,75.86%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６５號,,104/01/30,443,17.7,25.01,75.86%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
山前６８號三樓,,104/01/30,500,19.4,25.75,76.23%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１２號六樓,向上宜家,104/01/28,455,22.6,20.1,65.50%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１２號六樓,向上宜家,104/01/28,455,22.6,20.1,65.50%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１２號,向上宜家,104/01/14,1050,32.7,32.13,40.97%,華廈(10層含以下有電梯),,一層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１２號二樓,向上宜家,104/01/14,495,24.6,20.1,65.50%,華廈(10層含以下有電梯),,二層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１２號三樓,向上宜家,104/01/14,480,23.9,20.1,65.50%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１２號五樓,向上宜家,104/01/14,450,22.4,20.1,65.50%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１２號四樓,向上宜家,104/01/14,430,21.4,20.1,65.50%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
環島西路一段２８號７樓,,104/01/06,470,18.8,25.05,80.00%,華廈(10層含以下有電梯),17,七層/七層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,
環島西路一段２６號７樓,,103/12/17,580,19.4,29.89,68.40%,華廈(10層含以下有電梯),17,七層/七層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,其他,
小西門４７號,,103/12/11,490,17.6,27.89,90.79%,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,建物第一次登記後移轉
西海路三段２２巷６弄７３號,,103/11/17,720,0,62.87,,透天厝,19,全/三層,房地(土地+建物),土:3 建:1車:0,6房2廳5衛,,無,無,住家用,
民族路９３巷５弄３５號,,103/11/17,1450,0,52.7,,透天厝,33,全/三層,房地(土地+建物),土:1 建:1車:0,5房1廳3衛,,無,無,住家用,
莒光路１４４巷１０號,,103/11/05,1300,0,50.09,,透天厝,9,全/三層,房地(土地+建物),土:2 建:1車:0,4房4廳5衛,,無,無,住家用,
民權路７０巷４弄２６號,,103/10/17,1380,0,49.67,,透天厝,10,全/三層,房地(土地+建物),土:1 建:1車:0,4房3廳4衛,,無,無,住家用,
小西門４５之３號,,103/09/25,800,0,57.71,,透天厝,1,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉
中興路１７３巷６之１號,,103/09/23,465,17.3,26.9,,店面（店舖),52,"一層,二層,三層/三層",房地(土地+建物),土:2 建:1車:0,2房2廳2衛,,無,無,住家用,
小西門４５之２號,,103/09/22,850,0,56.8,,透天厝,1,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
小西門４５之５號,,103/09/22,850,0,58.59,,透天厝,1,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
西海路３段７２巷１弄１２號,,103/08/14,625,0,59.25,,透天厝,19,全/三層,房地(土地+建物),土:2 建:1車:0,5房1廳3衛,,無,無,住家用,
環島北路一段３８巷１６弄１號２樓,,103/08/01,480,15.7,30.54,92.69%,公寓(5樓含以下無電梯),19,二層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
小西門４６號３樓,,103/08/01,390,14.1,27.57,93.78%,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,建物第一次登記後移轉
小西門４８號３樓,,103/08/01,205,14.9,13.78,,公寓(5樓含以下無電梯),1,三層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,有,無,住家用,建物第一次登記後移轉
小西門４８號,,103/07/30,260,19.6,13.29,,公寓(5樓含以下無電梯),1,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
珠浦西路６巷２弄１號五樓,,103/07/29,615,24.9,24.65,62.01%,公寓(5樓含以下無電梯),2,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
環島北路一段３８巷１６弄１號１樓,,103/07/22,620,19.5,31.71,89.25%,公寓(5樓含以下無電梯),19,一層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
官裡７８號,,103/07/16,1400,0,85.86,,農舍,5,"一層,二層,三層/三層",房地(土地+建物),土:3 建:1車:0,6房3廳4衛,,無,無,農業用,
西海路一段６７號,,103/07/16,1455,0,92.04,,農舍,1,"二層,三層,一層/三層",房地(土地+建物),土:2 建:1車:0,7房1廳7衛,,無,無,農業用,
金城新莊３巷１號,,103/07/03,620,27.9,22.2,100.00%,公寓(5樓含以下無電梯),4,一層/四層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,二等親間買賣
中興路１４６巷２１-１號,,103/07/03,650,42.1,15.43,,店面（店舖),32,"一層,二層,三層/三層",房地(土地+建物),土:1 建:1車:0,,,無,無,住商用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;
湖埔村下埔下９０號,,103/07/01,24250,0,837.43,,其他,20,"一層,二層,三層,地下層/三層",房地(土地+建物),土:8 建:1車:0,65房2廳65衛,,無,無,商業用,土地增值稅新台幣71768553元
民族路３１-５號,,103/06/26,385,0,44.59,,透天厝,11,全/三層,房地(土地+建物),土:2 建:1車:0,7房1廳3衛,,無,無,住家用,兄弟過戶買賣
小西門４５號,,103/06/09,700,0,63.6,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
小西門４５之１號,,103/06/09,660,0,55.9,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,5房2廳5衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民生路６７號,,103/06/04,5500,53.5,102.72,,店面（店舖),47,"一層,二層,騎樓/二層",房地(土地+建物),土:4 建:2車:0,4房6廳6衛,,無,無,住家用,含增建或未登記建物，兩屋合買。含增建或未登記建物。;
莒光路一段１７號,,103/06/03,1300,76.5,16.99,,店面（店舖),48,"一層,二層,騎樓/二層",房地(土地+建物),土:2 建:1車:0,1房1廳2衛,,無,無,住商用,
小西門５７之３號,,103/05/28,1150,0,52.21,,透天厝,3,全/三層,房地(土地+建物),土:4 建:1車:0,3房3廳3衛,,無,無,住家用,
中興路１６１巷２５號,,103/05/19,1680,60.2,27.93,,店面（店舖),15,"一層,騎樓/五層",房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,商業用,
金門城８８之７號,,103/05/08,500,17.6,28.34,81.89%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之７號二樓,,103/05/08,500,17.6,28.34,81.89%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之７號三樓,,103/05/08,500,19.9,25.11,,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之６號,,103/05/08,530,21.3,24.87,83.33%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之６號二樓,,103/05/08,530,21.3,24.87,83.33%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之５號,,103/05/08,550,21.6,25.45,78.37%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之５號二樓,,103/05/08,530,20.8,25.45,78.37%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之３號,,103/05/08,470,16.8,28.05,81.70%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之３號二樓,,103/05/08,420,15,28.05,81.70%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之６號三樓,,103/05/08,420,16.9,24.87,83.33%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之３號三樓,,103/05/08,460,16.4,28.05,81.70%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８８之５號三樓,,103/05/08,400,15.7,25.45,78.37%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
環島北路一段３８巷１弄３號３樓,,103/04/25,660,20.5,32.22,88.89%,公寓(5樓含以下無電梯),18,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
前水頭１７３之１號,,103/04/21,300,0,87.32,,透天厝,22,全/三層,房地(土地+建物),土:8 建:1車:0,7房2廳3衛,,無,無,住家用,親友、員工或其他特殊關係間之交易。親友、員工或其他特殊關係間之交易。;
小西門４８號２樓,,103/04/13,220,14,15.68,77.31%,套房(1房(1廳)1衛),,二層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,建物第一次登記後移轉
小西門４９號３樓,,103/04/13,410,15.4,26.6,93.77%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,住家用,建物第一次登記後移轉
小西門４７號３樓,,103/04/13,450,16.2,27.85,90.78%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
小西門７２之３號,,103/04/08,1680,0,88.49,,農舍,,"一層,二層,屋頂突出物/二層",房地(土地+建物),土:1 建:1車:0,6房2廳4衛,,無,無,農業用,建物第一次登記後移轉
珠沙里小西門４６號,,103/04/02,380,13.8,27.57,93.78%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城８０之５號二樓,,103/03/27,300,13.1,22.84,85.65%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
小西門４９號二樓,,103/03/19,420,16,26.23,95.09%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
民權路１８４巷６弄５號,經典家園二期,103/03/11,1600,0,55.25,,透天厝,5,全/四層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
金門城３０之８號二樓,,103/03/10,398,13.1,30.34,82.13%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,
前水頭１１６號,,103/03/08,3300,0,49.48,,其他,82,一層/一層,房地(土地+建物),土:2 建:1車:0,4房1廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
莒光路８５巷１６號,,103/03/07,550,0,38.54,,透天厝,25,全/三層,房地(土地+建物),土:2 建:1車:0,4房1廳2衛,,無,無,住商用,
庵前４２之５號二樓,,103/03/04,365,21.8,16.71,81.97%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之５號三樓,,103/03/04,380,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之６號,,103/03/04,350,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之６號三樓,,103/03/04,350,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之６號二樓,,103/03/04,348,21.1,16.52,81.76%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之７號,,103/03/04,400,24.2,16.52,81.76%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之７號二樓,,103/03/04,350,21.2,16.52,81.76%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之７號三樓,,103/03/04,420,25.4,16.52,81.76%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之８號,,103/03/04,380,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之８號二樓,,103/03/04,350,20.9,16.71,81.97%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之８號三樓,,103/03/04,380,22.7,16.71,81.97%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
庵前４２之５號,,103/03/04,390,23.3,16.71,81.97%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
金門城８０之５號三樓,,103/03/03,235,10.3,22.84,85.65%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８０之３號,,103/03/03,550,0,66.25,,透天厝,,全/三層,房地(土地+建物),土:1 建:1車:0,7房3廳5衛,,無,無,住家用,建物第一次登記後移轉
金門城８０之６號三樓,,103/03/03,390,12.6,31.01,86.55%,公寓(5樓含以下無電梯),,三層/三層,房地(土地+建物),土:0 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８０之６號二樓,,103/03/03,398,6.6,60.39,88.89%,公寓(5樓含以下無電梯),,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８０之５號,,103/03/03,250,10.9,22.84,85.65%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳2衛,,無,無,其他,建物第一次登記後移轉
金門城８０之６號,,103/03/03,350,11.3,31.01,86.55%,公寓(5樓含以下無電梯),,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,建物第一次登記後移轉
西海路三段１０６巷１５弄１號三樓,,103/02/26,470,21.1,22.29,84.56%,公寓(5樓含以下無電梯),4,三層/三層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
浯江街９巷１號２樓,禹陽街景,103/02/26,680,19.5,34.84,76.03%,公寓(5樓含以下無電梯),1,二層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,無,無,住家用,
珠浦西路６巷２弄３－１號三樓,,103/01/22,270,24.6,10.97,77.83%,套房(1房(1廳)1衛),6,三層/四層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用,
