地段位置或門牌,社區簡稱,交易年月,總價(萬元),單價,總面積,主建物佔比,型態,屋齡,樓別/樓高,交易標的,交易筆棟數,建物現況格局,車位總價,管理組織,電梯,主要用途,備註
民族路３２之１號３樓,,102/12/31,525,22.9,22.94,77.10%,公寓(5樓含以下無電梯),18,三層/五層,房地(土地+建物),土:2 建:1車:0,3房1廳1衛,,無,無,住家用,
珠浦北路１８號,,102/12/30,250,0,17.61,,透天厝,103,全/一層,房地(土地+建物),土:2 建:1車:0,2房1廳1衛,,無,無,住家用,親友間買賣親友、員工或其他特殊關係間之交易。;
民權路１２２巷５弄８之１號５樓,,102/12/30,1980,25,79.21,,華廈(10層含以下有電梯),,"五層,見其他登記事項/五層",房地(土地+建物),土:1 建:5車:0,1房1廳1衛,,無,無,商業用,建物第一次登記後移轉
民權路１２２巷５弄８之２號２樓,,102/12/30,1210,34.8,34.78,80.97%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,商業用,建物第一次登記後移轉
中興路２０５巷１８號二樓,群力建設-傑仕堡,102/12/13,350,21.1,16.59,79.19%,華廈(10層含以下有電梯),3,二層/七層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
光前路９７號,,102/12/10,2200,0,57.06,,透天厝,31,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,無,無,住家用,
民權路２３６號六樓,永豐大樓,102/12/06,1150,25.5,45.1,67.86%,華廈(10層含以下有電梯),1,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
民生路５５、５７號,,102/11/18,1300,0,108.9,,透天厝,40,全/二層,房地(土地+建物),土:2 建:1車:0,7房2廳3衛,,無,無,住商用,親屬間移轉過戶
民族路２１０巷８弄９號,,102/10/31,768,0,37.72,,透天厝,14,全/三層,房地(土地+建物),土:2 建:1車:0,4房3廳3衛,,無,無,住家用,
莒光路１７８號,,102/10/17,2700,0,49.96,,透天厝,21,全/二層,房地(土地+建物),土:2 建:1車:0,2房1廳2衛,,無,無,住商用,
民權路２２６巷４弄６號２樓,向上愛家,102/10/15,910,26.4,34.52,73.57%,華廈(10層含以下有電梯),1,二層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
西海路３段３９巷２弄１８號２樓,,102/10/09,412,13.7,30.07,91.21%,公寓(5樓含以下無電梯),19,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳1衛,,無,無,住家用,
金門城３０-５號樓,,102/10/07,450,15.2,29.55,80.49%,公寓(5樓含以下無電梯),3,三層/三層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,其他,
前水頭８５之５號,,102/09/27,1500,0,79.59,,透天厝,,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳6衛,,無,無,農業用,建物第一次登記後移轉
中興路１４６巷２１-１號,,102/09/11,1700,0,23.48,,透天厝,31,全/三層,房地(土地+建物),土:1 建:1車:0,4房3廳3衛,,無,無,住商用,
珠浦南路７４巷３７號四樓,向上麗寶,102/09/05,900,27.8,32.42,77.81%,公寓(5樓含以下無電梯),3,四層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
民權路２２６巷４弄１７號３樓,,102/08/27,630,29.7,21.2,73.36%,華廈(10層含以下有電梯),1,三層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
民族路２１０巷９之１號２樓,,102/08/23,439,20.2,21.68,79.00%,公寓(5樓含以下無電梯),3,二層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳1衛,,無,無,住家用,
前水頭１３９-１,,102/08/16,1500,25.1,59.86,,店面（店舖),1,一層/三層,房地(土地+建物),土:1 建:1車:0,1房1廳2衛,,無,無,其他,建物第一次登記後移轉
珠浦西路２８巷２弄５號三樓,,102/07/17,1000,27,37,80.75%,公寓(5樓含以下無電梯),13,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,
民權路２２６巷４弄６號四樓,向上愛家,102/07/05,670,19.4,34.52,73.57%,公寓(5樓含以下無電梯),,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉
金門城３０之５號２樓,,102/07/05,410,13.9,29.47,80.68%,公寓(5樓含以下無電梯),2,二層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,其他,
民權路１２２巷１弄６之１號３樓,,102/07/03,580,25.6,22.7,77.25%,公寓(5樓含以下無電梯),3,三層/四層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,住家用,
珠浦西路２８巷４弄１之１號１樓,,102/06/27,800,30.4,26.28,75.35%,公寓(5樓含以下無電梯),,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
珠浦西路２８巷４弄１之１號２樓,,102/06/27,670,25.5,26.28,75.35%,公寓(5樓含以下無電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
珠浦西路２８巷４弄１之１號３樓,,102/06/27,650,24.7,26.28,75.35%,公寓(5樓含以下無電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,無,無,住家用,建物第一次登記後移轉
珠浦西路２８巷４弄１之１號４樓,,102/06/27,610,23.2,26.28,75.35%,公寓(5樓含以下無電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
珠浦西路２８巷４弄１之１號５樓,,102/06/27,610,23.2,26.28,75.35%,公寓(5樓含以下無電梯),,五層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,建物第一次登記後移轉
民權路２２６巷４弄１５號５樓,鼎天大樓,102/06/26,740,24.9,29.76,80.42%,公寓(5樓含以下無電梯),5,五層/五層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
西海路三段２２巷４弄２０號,,102/06/13,400,0,87.98,,透天厝,19,全/三層,房地(土地+建物),土:1 建:1車:0,5房2廳3衛,,無,無,住家用,
民權路１８４巷５弄５號,經典家園二期,102/06/11,1460,0,66.2,,透天厝,5,全/四層,房地(土地+建物),土:2 建:1車:0,5房2廳4衛,,無,無,住家用,
菜市場路３０號,,102/06/05,720,0,35.14,,透天厝,19,全/三層,房地(土地+建物),土:1 建:1車:0,4房1廳3衛,,無,無,住家用,
西海路三段２２巷８弄５９號,,102/06/03,700,0,59.25,,透天厝,19,全/三層,房地(土地+建物),土:2 建:1車:0,5房3廳3衛,,無,無,住家用,
民權路２２６巷４弄７號二樓,向上愛家,102/05/15,540,15.6,34.52,73.57%,華廈(10層含以下有電梯),,二層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄７號三樓,向上愛家,102/05/15,530,15.4,34.52,73.57%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄７號四樓,向上愛家,102/05/15,660,19.1,34.52,73.57%,華廈(10層含以下有電梯),,四層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄７號五樓,向上愛家,102/05/15,595,17.2,34.52,73.57%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄７號六樓,向上愛家,102/05/15,565,16.4,34.52,73.57%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄６號三樓,向上愛家,102/05/15,660,19.1,34.52,73.57%,華廈(10層含以下有電梯),,三層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄７號七樓,向上愛家,102/05/15,650,19.5,33.25,74.22%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄６號五樓,向上愛家,102/05/15,610,17.7,34.52,73.57%,華廈(10層含以下有電梯),,五層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄６號六樓,向上愛家,102/05/15,560,16.2,34.52,73.57%,華廈(10層含以下有電梯),,六層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄６號七樓,向上愛家,102/05/15,650,19.5,33.25,74.22%,華廈(10層含以下有電梯),,七層/七層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
夏墅４０號,,102/05/08,1230,0,78.91,,透天厝,5,全/三層,房地(土地+建物),土:2 建:1車:0,5房2廳2衛,,無,無,住家用,
民權路２２６巷４弄１６號３樓,,102/05/06,460,21.7,21.2,73.36%,華廈(10層含以下有電梯),,三層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
民權路２２６巷４弄１６號５樓,,102/05/06,1300,30.8,42.18,68.35%,華廈(10層含以下有電梯),,五層/五層,房地(土地+建物),土:1 建:2車:0,2房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
民權路２２６巷４弄１６號,,102/05/06,680,22.3,30.49,,店面（店舖),,"一層,見其他登記事項/五層",房地(土地+建物),土:1 建:1車:0,1房1廳2衛,,無,無,商辦用,建物第一次登記後移轉
民權路６３巷５號,,102/05/01,780,33.2,23.46,77.62%,華廈(10層含以下有電梯),,一層/五層,房地(土地+建物),土:2 建:1車:0,3房2廳2衛,,有,無,住家用,建物第一次登記後移轉 土地及建物分次登記案件。前案土地登記收件字號：;
民權路２２６巷４弄１７號２樓,,102/04/29,460,21.7,21.2,73.36%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
民權路２２６巷４弄１６號４樓,,102/04/29,460,21.7,21.2,73.36%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
民橏路２２６巷４弄１７號４樓,,102/04/29,460,21.7,21.2,73.36%,華廈(10層含以下有電梯),,四層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
民權路２２６巷４弄１６號２樓,,102/04/29,460,21.7,21.2,73.36%,華廈(10層含以下有電梯),,二層/五層,房地(土地+建物),土:1 建:1車:0,2房1廳2衛,,無,無,辦公用,建物第一次登記後移轉
民權路２２６巷４弄１７號,,102/04/29,680,22.3,30.49,,店面（店舖),,"見其他登記事項,一層/五層",房地(土地+建物),土:1 建:1車:0,1房1廳2衛,,無,無,商辦用,建物第一次登記後移轉
珠浦南路７４巷２９之１號,群力建設城中美墅,102/04/28,790,38.9,20.29,71.37%,華廈(10層含以下有電梯),2,一層/五層,房地(土地+建物),土:1 建:1車:0,3房1廳1衛,,有,無,商業用,建物第一次登記後移轉
吳厝村３０-１號,,102/04/22,60,0,36.54,,透天厝,45,全/一層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,
西海路三段１０６巷１６弄１號二樓,,102/04/16,450,17.4,25.92,79.68%,公寓(5樓含以下無電梯),3,二層/三層,房地(土地+建物),土:3 建:1車:0,3房2廳2衛,,無,無,住家用,
古區２之２號,,102/04/10,2500,0,251.17,,透天厝,9,全/二層,房地(土地+建物),土:1 建:1車:0,,,無,無,商業用,
中興路２０５巷１６號４樓,群力建設-傑仕堡,102/04/01,705,23.1,30.52,70.29%,華廈(10層含以下有電梯),2,四層/七層,房地(土地+建物),土:1 建:1車:0,3房1廳2衛,,無,無,住家用,含傢俱
金山路２２號,,102/03/12,650,23.2,28.06,83.76%,公寓(5樓含以下無電梯),7,一層/三層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,無,無,住家用,
大學路５３巷６弄１５號二樓,,102/03/07,165,19.8,8.35,75.80%,套房(1房(1廳)1衛),3,二層/三層,房地(土地+建物),土:2 建:1車:0,1房1廳1衛,,無,無,住家用,
後豐港３６之６號,,102/02/27,680,0,51.67,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳3衛,,無,無,住家用,建物第一次登記後移轉
西海路３段８１巷３１號３樓,,102/02/26,261,9.5,27.37,94.36%,公寓(5樓含以下無電梯),18,三層/三層,房地(土地+建物),土:1 建:1車:0,2房2廳1衛,,無,無,住家用,
後豐港３６之７號,,102/02/18,780,0,51.67,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉 畸零地或有合併使用之交易。;
後豐港３６之１２號,,102/02/18,1300,0,104.6,,透天厝,,全/三層,房地(土地+建物),土:4 建:2車:0,4房2廳3衛,,無,無,住家用,建物第一次登記後移轉
珠浦西路５０巷１１弄１０號二樓之１,群力建設鳳翔小豪宅,102/02/18,275,23.4,11.75,63.83%,套房(1房(1廳)1衛),4,二層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
民權路１２２巷１弄６號四樓之１,,102/02/01,200,18.6,10.73,75.95%,公寓(5樓含以下無電梯),2,四層/四層,房地(土地+建物),土:1 建:1車:0,1房1廳1衛,,無,無,住家用,
後豐港３６之１２號,,102/01/31,700,0,49.95,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳3衛,,無,無,住家用,建物第一次登記後移轉
後豐港３６-９號,,102/01/31,780,0,51.45,,透天厝,,全/三層,房地(土地+建物),土:3 建:1車:0,4房2廳4衛,,無,無,住家用,建物第一次登記後移轉
民權路２３６號４樓,永豐大樓,102/01/22,837.6,18.6,45.1,67.86%,華廈(10層含以下有電梯),,四層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
民權路２３２號４樓,永豐大樓,102/01/22,755.9,18.5,40.86,66.37%,華廈(10層含以下有電梯),,四層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
民權路２３６號５樓,永豐大樓,102/01/22,842.6,18.7,45.1,67.86%,華廈(10層含以下有電梯),,五層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
民權路２３２號５樓,永豐大樓,102/01/22,760.5,18.6,40.86,66.37%,華廈(10層含以下有電梯),,五層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
民權路２３２號６樓,永豐大樓,102/01/22,765,18.7,40.86,66.37%,華廈(10層含以下有電梯),,六層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
民權路２３２號７樓,永豐大樓,102/01/22,769.6,18.8,40.86,66.37%,華廈(10層含以下有電梯),,七層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
民權路２３６號８樓,永豐大樓,102/01/22,811.4,18,45.1,67.86%,華廈(10層含以下有電梯),,八層/十層,房地(土地+建物),土:1 建:1車:0,3房2廳2衛,,有,無,辦公用,建物第一次登記後移轉 親友、員工或其他特殊關係間之交易。;
